attack_date,attack_year,attack_type,attack_state,attack_location,activity,number_of_attacks,latitude,longitude,ice_cream
 14-Sep-2013,2013.0,Unprovoked,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,1,30.332493,-87.142379,12
 12-Sep-2013,2013.0,Unprovoked,Florida,"New Smyrna Beach,  Volusia County",Surfing,3,29.0258191,-80.9269984,15
 07-Sep-2013,2013.0,Provoked,Florida,"New Smyrna Beach,  Volusia County",Surfing,3,29.0258191,-80.9269984,15
 07-Sep-2013,2013.0,Unprovoked,Florida,"New Smyrna Beach,  Volusia County",Standing,3,29.0258191,-80.9269984,15
 02-Sep-2013,2013.0,Unprovoked,Florida,"Ormond Beach, Volusia County",Swimming,5,29.2858129,-81.0558894,15
 01-Sep-2013,2013.0,Unprovoked,Florida,"St Augustine Beach, St Johns County",Casting a net,1,29.8439828,-81.2711546,15
31-Aug-2013,2013.0,Unprovoked,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,1,34.4176221,-119.6491956,15
29-Aug-2013,2013.0,Invalid,California,Catalina Channel,Marathon swimming,1,33.3878856,-118.4163103,0
 25-Aug-2013,2013.0,Unprovoked,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,1,29.1047098,-80.9415953,7
 18-Aug-2013,2013.0,Unprovoked,Hawaii,Pohoiki ,Surfing,1,19.4582356,-154.841916,0
17-Aug-2013,2013.0,Unprovoked,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,1,37.5030312,-122.4822904,7
 14-Aug-2013,2013.0,Unprovoked,Hawaii,"Makenat, Maui",Snorkeling,1,20.6544444,-156.4425,10
 13-Aug-2013,2013.0,Unprovoked,Hawaii,"Ka''a Point, Maui",Kiteboarding,1,20.8985743,-156.4473714,15
11-Aug-2013,2013.0,Unprovoked,South Carolina,Folly Beach,Surfing,1,32.6551798,-79.9403673,5
 05-Aug-2013,2013.0,Unprovoked,Florida,"Sanibel Island, Lee County",Fishing,1,26.4433972,-82.1115119,5
  31-Jul-2013,2013.0,Unprovoked,Hawaii,"Ulua Beach, Maui",Snorkeling,1,20.6903433,-156.4436167,15
  30-Jul-2013,2013.0,Unprovoked,South Carolina,"Isle of Palms, Charleston County",Swimming,3,32.8194131,-79.7343791,6
  29-Jul-2013,2013.0,Unprovoked,Hawaii,"White Plains Beach, Oahu",Surfing,2,21.3035275,-158.0452282,10
19-Jul-2013,2013.0,Unprovoked,Alabama,"Gulf Shores, Baldwin County",Walking in surf,2,30.2460361,-87.7008193,15
 17-Jul-2013,2013.0,Unprovoked,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming ,1,29.7983039,-81.2670131,7
11-Jul-2013,2013.0,Unprovoked,North Carolina,Holden Beach. Brunswick County,Wading,1,33.9139209,-78.2693885,9
25-Jun-2013,2013.0,Watercraft,California,"Pacific State , San Mateo County",Kayaking / Fishing,1,37.5349925,-122.3050823,15
25-Jun-2013,2013.0,Unprovoked,Florida,"Jacksonville, Duval County",Swimming,2,30.3321838,-81.655651,15
25-Jun-2013,2013.0,Unprovoked,South Carolina,"Kiawah Island, Charleston County",Swimming,1,32.6082373,-80.0848166,6
18-Jun-2013,2013.0,Unprovoked,Hawaii,Kona Coast State Park,Swimming,1,19.7703831,-156.0217836,1
17-Jun-2013,2013.0,Unprovoked,Texas,"Surfside Beach, Brazoria County",Swimming,1,28.9516604,-95.2875474,7
15-Jun-2013,2013.0,Unprovoked,Florida,"Atlantic Beach, Duval County",Surfing,1,30.3344077,-81.398696,15
 14-Jun-2013,2013.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,8,33.6890603,-78.8866943,15
06-Jun-2013,2013.0,Provoked,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,1,24.6981975,-81.6739784,0
27-May-2013,2013.0,Unprovoked,Hawaii,"Halewia, Oahu",Diving,1,21.5927614,-158.1034112,15
27-May-2013,2013.0,Unprovoked,Florida,"Ormond Beach, Volusia County",Swimming,5,29.2858129,-81.0558894,15
08-May-2013,2013.0,Invalid,California,"Tourmaline Surf Park, San Diego County",Surfing,1,32.8051352,-117.2622363,15
04-May-2013,2013.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Surfing,12,28.0683496,-80.5603303,11
17-Apr-2013,2013.0,Unprovoked,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,1,26.5317866,-80.0905465,15
13-Apr-2013,2013.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
04-Apr-2013,2013.0,Unprovoked,Florida,"Jensen Beach, Martin County ",Swimming,3,27.2544906,-80.2297697,13
02-Apr-2013,2013.0,Unprovoked,Hawaii,Ka’anapali Shores,Surfing,1,20.9492838,-156.689195,14
21-Feb-2013,2013.0,Unprovoked,Hawaii,"Ka''anapali, Honokowai, Maui",Surfing,1,20.9331214,-156.6831418,15
21-Feb-2013,2013.0,Unprovoked,Hawaii,"Paia Bay, Maui",Surfing,2,20.9173855,-156.3836273,8
10-Feb-2013,2013.0,Unprovoked,Florida,"Stuart Rocks, Martin County",Surfing,1,27.195588,-80.223662,15
16-Jan-2013,2013.0,Unprovoked,Hawaii,Kiholo Bay,Surfing,1,19.8563675,-155.9217446,0
31-Dec-2012,2012.0,Unprovoked,Florida,"Jensen Beach, Martin County ",Swimming,3,27.2544906,-80.2297697,13
05-Dec-2012,2012.0,Unprovoked,Hawaii,Kauai,Surfing,2,22.0964396,-159.5261238,1
30-Nov-2012,2012.0,Unprovoked,Hawaii,"Kihei, Maui",Snorkeling,2,20.7644275,-156.4450063,15
19-Nov-2012,2012.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Surfing,12,28.0683496,-80.5603303,11
04-Nov-2012,2012.0,Unprovoked,Hawaii,"Makena Landing, Maui",Diving,2,20.653797,-156.4410126,10
04-Nov-2012,2012.0,Unprovoked,Hawaii,"Davidson''s Surf Break, Kekaha, Kaua''i",Surfing,1,21.9641667,-159.7088889,12
30-Oct-2012,2012.0,Unprovoked,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,1,40.7195153,-124.242601,2
27-Oct-2012,2012.0,Unprovoked,Hawaii,"Makena Landing, Maui",Swimming,2,20.653797,-156.4410126,10
23-Oct-2012,2012.0,Unprovoked,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,1,34.6831139,-120.6064278,0
18-Oct-2012,2012.0,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,10,29.0963729,-80.9369983,5
18-Oct-2012,2012.0,Unprovoked,Hawaii,"Kanaha Beach, Maui",Paddle boarding,2,20.8996987,-156.4405938,15
10-Oct-2012,2012.0,Unprovoked,California,"Davenport Landing, Santa Cruz County",Windsurfing,1,37.0260309,-122.2159035,0
25-Sep-2012,2012.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Surfing,12,28.0683496,-80.5603303,11
24-Sep-2012,2012.0,Unprovoked,Florida,"Spanish House Beach, Brevard County",Surfing,1,28.3270936,-80.608363,14
16-Sep-2012,2012.0,Unprovoked,Florida," Cocoa Beach, Brevard  County",Surfing,1,28.3200067,-80.6075513,12
09-Sep-2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
08-Sep-2012,2012.0,Unprovoked,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,3,28.3371416,-80.609485,15
08-Sep-2012,2012.0,Unprovoked,Florida,"South Beach, Miami-Dade County",Swimming,1,25.7826123,-80.1340772,15
06-Sep-2012,2012.0,Unprovoked,Florida,"Neptune Beach, Duval County",Surfing,1,30.311908,-81.3964734,15
06-Sep-2012,2012.0,Unprovoked,Florida,"St. Augustine Beach, St. John''s County",Surfing,1,29.8439828,-81.2711546,15
04-Sep-2012,2012.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Surfing,12,28.0683496,-80.5603303,11
02-Sep-2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,64,29.0258191,-80.9269984,15
02-Sep-2012,2012.0,Provoked,Hawaii,"Spreckelsville, Maui",Spearfishing,1,20.9107182,-156.4051911,15
02-Sep-2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming or boogie boarding,64,29.0258191,-80.9269984,15
15-Aug-2012,2012.0,Unprovoked,Alabama,"Gulf Shores, Baldwin County",Wading or swimming,2,30.2460361,-87.7008193,15
08-Aug-2012,2012.0,Unprovoked,Florida,Key Largo,Free diving ,1,25.1877642,-80.360297,5
31-Jul-2012,2012.0,Unprovoked,California,"Topanga Beach, Los Angeles County",Surfing,1,34.0919452,-118.6021321,0
30-Jul-2012,2012.0,Unprovoked,Hawaii,"Maha‘ulepu Beach, Kauai",Surfing,1,21.8924999,-159.4169444,15
30-Jul-2012,2012.0,Unprovoked,Massachusetts,"Ballston Beach, Truro, Cape Cod",Body surfing,1,42.0006591,-70.020301,4
08-Jul-2012,2012.0,Unprovoked,North Carolina,"North Topsail Beach, Onslow County",Swimming,2,34.4901665,-77.43163,3
07-Jul-2012,2012.0,Watercraft,California,"Pleasure Point, Santa Cruz County",Kayaking,2,36.9635135,-121.9648975,15
26-Jun-2012,2012.0,Unprovoked,Florida,"Juno Beach, Palm Beach County",Swimming,4,26.8797819,-80.0533743,14
26-Jun-2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
26-Jun-2012,2012.0,Unprovoked,Hawaii,"Kahana Beach, Maui",Sitting in the water,1,20.9766667,-156.6825,14
22-Jun-2012,2012.0,Unprovoked,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swimming,1,27.186242,-80.16036,7
19-Jun-2012,2012.0,Invalid,South Carolina,"Myrtle Beach, Horry County",Standing,8,33.6890603,-78.8866943,15
18-Jun-2012,2012.0,Unprovoked,North Carolina,"Ocean Isle, Brunswick County",Wading,4,33.8877282,-78.4364471,13
15-Jun-2012,2012.0,Provoked,Florida,"Summerland Key, Monroe County",Fishing,1,24.6613356,-81.4448502,11
14-Jun-2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Swimming,8,33.6890603,-78.8866943,15
14-Jun-2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Swimming,8,33.6890603,-78.8866943,15
14-Jun-2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Swimming,8,33.6890603,-78.8866943,15
14-Jun-2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Swimming,8,33.6890603,-78.8866943,15
02-Jun-2012,2012.0,Unprovoked,Florida,"Bethune Beach, Volusia County",Surfing,4,28.9491539,-80.83783,4
02-Jun-2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,8,33.6890603,-78.8866943,15
31-May-2012,2012.0,Unprovoked,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Wading,2,35.3521855,-75.5108445,15
23-May-2012,2012.0,Unprovoked,Florida,"Jacksonville, Duval County",Surfing,2,30.3321838,-81.655651,15
20-May-2012,2012.0,Watercraft,Hawaii,"Iroquiois Point, Oahu",Kayak Fishing,1,21.3275,-157.9802778,15
12-May-2012,2012.0,Watercraft,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Kayaking / Fishing,1,35.5838504,-121.1214197,15
09-May-2012,2012.0,Unprovoked,Florida,"Vero Beach, Indian River County",Swimming,3,27.6386434,-80.3972736,15
06-May-2012,2012.0,Unprovoked,California,Off Catalina Island,Paddle boarding,1,33.3878856,-118.4163103,0
19-Apr-2012,2012.0,Unprovoked,Florida,"Indialantic, Brevard County",Surfing,2,28.0894599,-80.5656079,12
03-Apr-2012,2012.0,Unprovoked,Hawaii,"Leftovers near Chun''s Reef, Oahu",Surfing,1,21.6269444,-158.0838889,15
24-Mar-2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
15-Mar-2012,2012.0,Unprovoked,Florida,"Jensen Beach, Martin County ",Surfing,3,27.2544906,-80.2297697,13
14-Mar-2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
14-Mar-2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
04-Mar-2012,2012.0,Unprovoked,Florida,"Playalinda Beach, Brevard County",Kite Surfing,4,28.6555177,-80.6318287,0
26-Feb-2012,2012.0,Provoked,Florida,"Palm Beach Inlet, Palm Beach County",Kite Surfing,1,26.772285,-80.037263,12
27-Jan-2012,2012.0,Unprovoked,Hawaii,Lanai,Snorkeling,1,20.8165975,-156.9273193,6
13-Jan-2012,2012.0,Unprovoked,Oregon,"Lincoln City, Lincoln County",Surfing,1,44.9581644,-124.0178914,15
23-Dec-2011,2011.0,Unprovoked,Florida,New Smyrna Beach,Surfing,4,29.0258191,-80.9269984,15
21-Dec-2011,2011.0,Provoked,Hawaii,"Makahuena Point, Kauai",Canoeing,1,21.8717452,-159.4463529,15
06-Dec-2011,2011.0,Unprovoked,Oregon,Seaside Cove,Surfing,1,45.9748988,-123.9424796,15
22-Nov-2011,2011.0,Watercraft,California,Pigeon Point,Kayaking,1,37.1864492,-122.3832545,0
  29-Oct-2011,2011.0,Unprovoked,California,"Marina State Beach, Monterey County",Surfing,1,36.6963431,-121.8090743,6
20-Oct-2011,2011.0,Unprovoked,Oregon,"Newport, Lincoln County",Surfing,1,44.6367836,-124.0534505,15
11-Oct-2011,2011.0,Unprovoked,Florida,Cape Canaveral,Surfing,1,28.4740089,-80.5771737,0
10-Oct-2011,2011.0,Unprovoked,Oregon,Seaside,Surfing,1,30.3216504,-86.1429286,14
02-Oct-2011,2011.0,Unprovoked,Florida,"Santa Maria Island, Manatee County",Wade fishing,2,27.5041264,-82.7144811,10
30-Sep-2011,2011.0,Invalid,Puerto Rico,Hatillo Beach,Surfing,1,18.4919313,-66.7934203,14
24-Sep-2011,2011.0,Unprovoked,Florida,"Santa Maria Island, Manatee County",Spearfishing,2,27.5041264,-82.7144811,10
24-Sep-2011,2011.0,Unprovoked,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,3,33.8160058,-78.680016,15
20-Sep-2011,2011.0,Watercraft,Hawaii,Kauai,Canoeing,2,22.0964396,-159.5261238,1
16-Sep-2011,2011.0,Unprovoked,Florida,New Smyrna Beach,Surfing,4,29.0258191,-80.9269984,15
11-Sep-2011,2011.0,Unprovoked,California,"Samoa Beach, Humboldt County",Surfing,1,40.8062813,-124.1991726,15
04-Sep-2011,2011.0,Unprovoked,Hawaii,"Nimitz State Beach, Oahu",Surfing,1,21.299765,-158.0666611,15
02-Sep-2011,2011.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
31-Aug-2011,2011.0,Unprovoked,Florida,Crescent Beach St. Johns County,Surfing,2,29.76886,-81.2536786,2
28-Aug-2011,2011.0,Unprovoked,Texas,"Grass Island, Aransas County",Wade Fishing,1,28.0514053,-97.1538796,1
24-Aug-2011 ,2011.0,Unprovoked,North Carolina,"Buxton Beach, Dare County",Surfing,1,35.2688839,-75.5394136,12
17-Aug-2011,2011.0,Unprovoked,North Carolina,"Kure Beach, New Hanover County",Wading,1,33.9968399,-77.9072081,15
16-Aug--2011,2011.0,Unprovoked,Puerto Rico, Vieques,Floating ,1,18.1262854,-65.4400985,15
15-Aug-2011,2011.0,Invalid,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,8,33.6890603,-78.8866943,15
11-Aug--2011,2011.0,Unprovoked,North Carolina,Beaufort Inlet,Swimming,1,34.6937732,-76.6663185,15
25-Jul-2011,2011.0,Unprovoked,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,1,39.3822537,-74.6166192,3
19-Jul-2011,2011.0,Unprovoked,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,1,35.1146152,-75.9810097,11
13-Jul-2011,2011.0,Unprovoked,Texas,"South Padre Island, Cameron County",Surf fishing,2,26.1118401,-97.1681257,15
07-Jul-2011,2011.0,Unprovoked,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,1,28.3593479,-96.3997361,0
07-Jul-2011,2011.0,Unprovoked,Texas,"Mustang Island, Nueces County",Wade Fishing,1,27.7103944,-97.1628647,0
26-Jun-2008,2011.0,Unprovoked,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,2,34.4901665,-77.43163,3
24-Jun-2011,2011.0,Unprovoked,California,"San Onofre State Beach, San Diego County",Surfing,1,33.3728077,-117.5656012,10
21-Jun-2011,2011.0,Unprovoked,Florida,"Perdido Key, Escambia County",Jet skiing,1,30.3035037,-87.4273172,6
12-Jun-2011,2011.0,Unprovoked,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,1,26.9478705,-80.0744458,15
06-Jun-2011,2011.0,Unprovoked,California,"La Jolla, San Diego County",Spearfishing,2,32.8328112,-117.2712717,15
06-Jun-2011,2011.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading,64,29.0258191,-80.9269984,15
30-May-2011,2011.0,Unprovoked,Texas,"Follett''s Island, Brazoria County",Standing or boogie boardin,1,29.0424663,-95.1696535,0
25-May-2011,2011.0,Unprovoked,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,2,19.603239,-155.9742889,15
22-May-2011,2011.0,Unprovoked,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,2,19.603239,-155.9742889,15
13-May-2011,2011.0,Unprovoked,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,2,30.2400058,-81.3852595,10
13-May-2011,2011.0,Unprovoked,Florida,"Ormond Beach, Volusia County",Surfing,5,29.2858129,-81.0558894,15
10-May-2011,2011.0,Provoked,Florida,Miami,Fishing ,1,25.7616798,-80.1917902,15
26-Apr-2011,2011.0,Unprovoked,Florida,"Riviera Beach, Palm Beach County",Spearfishing,1,26.7753405,-80.0580969,10
22-Apr-2011,2011.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing ,64,29.0258191,-80.9269984,15
 29-Mar-2011,2011.0,Provoked,Texas,Matagorda Beach,"Standing, holding shark pup",1,28.5973417,-95.9772678,0
26-Dec-2010,2010.0,Unprovoked,Hawaii," Kahului, Maui",Body boarding,1,20.8893351,-156.4729469,15
11-Dec-2010,2010.0,Unprovoked,Hawaii,"Tavares Bay, Maui",Surfing,1,20.9217152,-156.3738379,10
28-Oct-2010,2010.0,Unprovoked,Oregon,Florence,Surfing,1,43.7695604,11.2558136,15
23-Oct-2010,2010.0,Unprovoked,Maine,"Burnt Cove near Eastport, Washington County",Scuba diving,1,44.8375672,-67.1558211,2
22-Oct-2010,2010.0,Unprovoked,California,"Surf Beach, Vandenberg AFB, Santa Barbara County",Body boarding,1,34.6831139,-120.6064278,0
27-Sep-2010,2010.0,Unprovoked,Oregon,Winchester Bay,Surfing,1,43.6770608,-124.1748369,15
24-Sep-2010,2010.0,Unprovoked,Virginia,Sandridge Beach,Surfing,1,36.7239073,-75.9390662,3
07-Sep-2010,2010.0,Unprovoked,Florida,"St. Augustine, St. John''s County",Swimming,1,29.9012437,-81.3124341,15
 04-Sep-2010,2010.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
03-Sep-2010,2010.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
03-Sep-2010,2010.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,64,29.0258191,-80.9269984,15
18-Aug-2010,2010.0,Unprovoked,Florida,Crescent Beach St. Johns County,Boogie Boarding,2,29.76886,-81.2536786,2
14-Aug-2010,2010.0,Watercraft,California,"Pigeon Point, San Mateo County",Kayak Fishing,1,37.1864492,-122.3832545,0
07-Aug-2010,2010.0,Unprovoked,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Surfing,1,34.2693745,-77.7444928,3
05-Aug-2010,2010.0,Invalid,Florida,"Bethune Beach, Volusia County",Swimming,4,28.9491539,-80.83783,4
02-Aug-2010,2010.0,Watercraft,California,"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County",Kayaking,1,34.4716558,-120.2148716,0
02-Aug-2010,2010.0,Unprovoked,Florida,"Micklers Landing, St. Johns County",Standing,1,30.1615592,-81.3573744,7
25-Jul-2010,2010.0,Unprovoked,South Carolina,"Isle of Palms, Charleston County",Standing,3,32.8194131,-79.7343791,6
23-Jul-2010,2010.0,Unprovoked,Florida,"Jacksonville Beach, Duval County",Surfing,6,30.2841224,-81.3961338,15
19-Jul-2010,2010.0,Unprovoked,South Carolina,Myrtle Beach,Swimming,2,33.6890603,-78.8866943,15
17-Jul-2010,2010.0,Unprovoked,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,1,34.2085036,-77.7963709,14
17-Jul-2010,2010.0,Unprovoked,Florida,New Smyrna Beach,Surfing,4,29.0258191,-80.9269984,15
16-Jul-2010,2010.0,Unprovoked,Texas,Galveston,Fishing,3,29.3013479,-94.7976958,15
11-Jul-2010,2010.0,Provoked,Florida,"Lauderdale-by-the-Sea, Broward County",Fishing,1,26.192028,-80.0964326,15
03-Jul-2010,2010.0,Provoked,New York,Off Long Island,Fishing,1,40.789142,-73.134961,15
02-Jul-2010,2010.0,Unprovoked,California,"Pismo Beach, San Luis  Obispo County",Surfing,1,35.1427533,-120.6412827,15
02-Jul-2010,2010.0,Unprovoked,California,"Dog Patch, San Onofre",Stand-Up Paddleboarding,1,33.3762299,-117.5692721,10
27-Jun-2010,2010.0,Unprovoked,Texas,"Eight Mile Beach, Galveston",Surfing,1,29.2532932,-94.8928908,7
25-Jun-2010,2010.0,Unprovoked,South Carolina,Fripp Island,Boogie Boarding,1,32.317001,-80.4966062,2
25-Jun-2010,2010.0,Unprovoked,North Carolina,"Topsail Island, Pender County",Swimming,1,34.3651685,-77.6305293,10
10-Jun-2010,2010.0,Unprovoked,Florida,Jacksonville,Boogie Boarding,1,30.3321838,-81.655651,15
Jun-2010,2010.0,Unprovoked,Florida,"Ponte Vedra Beach, St Johns County",Surfing,2,30.2400058,-81.3852595,10
30-May-2010,2010.0,Provoked,Florida,Off Tarpon Springs,Fishing,1,28.1461248,-82.7567679,12
01-May-2010,2010.0,Unprovoked,Florida,New Smyrna Beach,Wading,4,29.0258191,-80.9269984,15
28-Apr-2010,2010.0,Provoked,Florida,Hanalei Bay,Measuring sharks,1,22.2090776,-159.5067583,15
19-Apr-2010,2010.0,Unprovoked,Hawaii,"Hanalei Bay, Kauai",Surfing,3,22.2090776,-159.5067583,15
06-Feb-2010,2010.0,Provoked,Florida,Riviera Beach,Surf fishing / wading,1,26.7753405,-80.0580969,10
03-Feb-2010,2010.0,Unprovoked,Florida,"Stuart, Martin County",Kite Boarding,1,27.197548,-80.2528257,15
06-Jan-2010,2010.0,Unprovoked,Florida,Elliot Key,Spearfishing,1,25.4396585,-80.2000596,0
